build,level,n,melee_defense_base_mean,magic_defense_base_mean,missile_defense_base_mean,missile_weapons_base_mean,light_weapons_base_mean,heavy_weapons_base_mean,finesse_weapons_base_mean,two_handed_combat_base_mean,war_magic_base_mean,void_magic_base_mean,life_magic_base_mean,fletching_base_mean,melee_defense_base_min,magic_defense_base_min,missile_defense_base_min,missile_weapons_base_min,light_weapons_base_min,heavy_weapons_base_min,finesse_weapons_base_min,two_handed_combat_base_min,war_magic_base_min,void_magic_base_min,life_magic_base_min,fletching_base_min,melee_defense_base_max,magic_defense_base_max,missile_defense_base_max,missile_weapons_base_max,light_weapons_base_max,heavy_weapons_base_max,finesse_weapons_base_max,two_handed_combat_base_max,war_magic_base_max,void_magic_base_max,life_magic_base_max,fletching_base_max
MAGE,92,6,174,145,42,56,85,85,70,85,258,0,212,0,33,77,8,5,17,17,13,17,174,0,0,0,319,200,74,116,123,123,123,123,314,0,313,0
MAGE,93,10,170,148,44,54,79,79,74,79,156,64,173,0,35,34,21,5,37,37,35,37,0,0,0,0,252,245,76,115,130,130,127,130,322,323,295,0
MAGE,94,5,22,81,14,14,53,52,22,52,65,0,118,0,8,34,5,5,37,37,8,37,0,0,0,0,40,228,24,30,73,68,40,68,327,0,324,0
MAGE,95,9,88,92,33,37,73,73,55,73,83,33,191,0,7,34,4,5,17,17,7,17,0,0,55,0,267,206,63,85,127,127,105,127,325,235,310,0
MAGE,96,9,124,137,50,67,92,92,84,92,95,76,192,58,47,34,22,5,40,40,37,40,0,0,0,0,223,232,73,120,130,130,122,130,335,330,332,282
MAGE,97,10,119,136,41,46,83,83,68,83,126,62,225,24,7,62,4,5,23,23,7,23,0,0,0,0,310,227,76,119,127,127,127,127,333,318,328,243
MAGE,98,7,127,137,33,40,72,72,55,72,191,9,209,0,7,34,4,5,7,7,7,7,0,0,0,0,289,227,58,70,93,93,96,93,336,60,300,0
MAGE,99,8,147,156,46,82,88,88,77,88,164,32,288,0,7,76,4,5,40,40,7,40,0,0,251,0,336,260,85,320,141,141,141,141,340,255,335,0
MAGE,100,25,102,120,34,57,71,71,57,71,84,83,236,19,7,34,4,5,17,17,7,17,0,0,0,0,333,240,82,335,137,137,137,137,332,330,330,355
MAGE,101,12,122,110,40,46,84,84,60,84,139,22,161,0,7,34,4,5,23,23,7,23,0,0,0,0,302,225,94,115,120,120,117,120,323,268,308,0
MAGE,102,15,150,131,39,42,82,82,66,82,148,43,213,0,7,34,4,5,31,31,7,31,0,0,0,0,306,228,68,80,120,120,113,120,341,321,335,0
MAGE,103,9,158,171,44,54,79,79,73,79,142,75,239,0,7,44,4,5,17,17,7,17,0,0,0,0,346,246,82,125,127,127,137,127,345,337,340,0
MAGE,104,8,127,124,41,48,75,75,68,75,33,146,249,0,13,64,8,5,17,17,13,17,0,0,0,0,276,213,71,100,112,112,119,112,261,331,336,0
MAGE,105,6,184,202,49,52,87,87,82,87,140,56,194,0,48,122,29,5,69,69,48,69,0,0,0,0,300,280,64,102,115,115,106,115,330,338,315,0
MAGE,106,10,140,158,46,80,89,89,77,89,216,6,189,36,7,36,4,5,45,45,7,45,0,0,0,0,337,234,79,315,130,130,131,130,340,65,334,355
MAGE,107,8,61,99,37,44,90,90,61,90,155,54,245,0,7,34,4,5,57,57,7,57,0,0,60,0,112,205,67,86,117,117,112,117,337,306,340,0
MAGE,108,10,193,176,53,65,99,99,88,99,234,63,261,0,62,76,37,39,79,79,62,79,0,0,0,0,322,219,70,88,119,119,117,119,341,343,336,0
MAGE,109,7,169,151,65,43,73,73,67,73,111,44,236,0,7,69,4,5,7,7,7,7,0,0,0,0,321,240,229,70,101,101,123,101,343,306,330,0
MAGE,110,8,219,208,57,66,99,99,96,99,161,82,266,0,40,124,24,5,63,63,40,63,0,0,125,0,289,239,81,100,120,120,135,120,333,330,322,0
MAGE,111,8,108,104,41,51,96,96,69,96,90,0,215,0,7,45,4,5,53,53,7,53,0,0,0,0,312,234,84,106,130,130,141,130,340,0,340,0
MAGE,112,8,255,213,61,79,108,108,101,108,283,0,285,36,207,71,46,60,96,96,77,96,0,0,266,0,282,282,79,133,143,143,132,143,337,0,303,290
MAGE,113,16,184,134,49,56,86,86,82,86,109,147,241,5,7,34,4,5,20,20,7,20,0,0,0,0,337,240,78,85,117,117,130,117,340,345,335,77
MAGE,114,3,156,144,55,70,102,102,92,102,39,111,131,0,50,66,30,30,63,63,50,63,0,0,0,0,324,202,79,100,124,124,132,124,118,333,281,0
MAGE,115,6,140,156,50,91,84,84,83,84,20,165,256,66,70,72,26,5,47,47,43,47,0,0,141,0,309,255,86,319,143,143,143,143,123,330,285,282
MAGE,116,3,110,109,36,42,66,66,60,66,115,45,157,0,7,34,4,5,13,13,7,13,0,0,50,0,240,214,54,65,97,97,90,97,285,135,285,0
MAGE,117,6,126,134,40,56,96,96,67,96,143,59,223,0,23,69,14,28,77,77,23,77,0,0,0,0,340,205,81,125,137,137,135,137,349,290,325,0
MAGE,118,7,127,154,42,52,84,84,101,84,69,181,203,0,42,34,22,5,37,37,37,37,0,0,0,0,249,250,68,95,109,109,325,109,350,335,340,0
MAGE,119,10,76,123,33,67,80,80,55,80,134,46,181,0,7,34,4,5,37,37,7,37,0,0,0,0,335,274,80,330,137,137,133,137,355,349,340,0
MAGE,120,7,180,161,56,90,97,97,93,97,92,96,199,0,40,55,24,30,70,70,40,70,0,0,0,0,296,255,77,225,115,115,128,115,340,340,292,0
MAGE,121,8,183,164,55,65,96,96,120,96,114,125,232,0,40,74,24,5,43,43,40,43,0,0,0,0,316,237,74,110,133,133,343,133,337,351,318,0
MAGE,122,9,117,167,43,69,81,81,71,81,186,45,226,24,10,34,6,5,23,23,10,23,0,0,0,0,249,250,65,217,114,114,108,114,357,350,323,214
MAGE,123,11,164,197,52,66,97,97,87,97,238,43,266,0,41,78,25,5,55,55,41,55,0,0,100,0,357,278,84,128,145,145,140,145,351,343,341,0
MAGE,124,3,174,137,42,50,105,105,70,152,115,114,93,0,75,52,32,32,96,96,54,96,0,0,0,0,234,183,48,61,121,121,80,261,267,342,279,0
MAGE,125,14,221,160,66,76,100,100,100,100,132,149,242,0,7,34,4,5,55,55,7,55,0,0,0,0,370,244,158,133,142,142,147,142,350,358,307,0
MAGE,126,12,162,108,46,51,97,97,77,97,99,102,161,31,12,34,4,5,45,45,7,45,0,0,0,0,366,247,90,132,142,142,149,142,330,342,315,369
MAGE,127,8,272,165,78,72,106,106,100,106,167,167,307,0,52,77,31,36,93,93,52,93,0,0,270,0,350,243,220,86,121,121,133,121,346,362,336,0
MAGE,128,9,104,147,39,47,100,100,65,100,167,0,230,0,7,34,4,5,57,57,7,57,0,0,0,0,290,240,66,83,130,130,110,130,355,0,354,0
MAGE,129,7,280,195,63,74,97,97,106,97,287,0,248,0,40,48,24,5,53,53,40,53,0,0,77,0,372,247,87,107,118,118,144,118,352,0,290,0
MAGE,130,10,180,157,54,66,94,94,111,107,111,82,211,0,40,34,24,5,27,27,40,27,0,0,0,0,363,252,89,137,142,142,356,246,348,355,305,0
MAGE,131,12,153,158,60,78,97,97,93,110,138,85,232,49,8,59,5,5,47,47,8,47,0,0,0,0,327,260,228,362,147,147,287,291,352,367,343,296
MAGE,132,11,136,172,43,54,87,87,72,87,238,61,285,0,7,66,4,5,23,23,7,23,0,0,173,0,348,269,81,124,132,132,135,132,356,361,350,0
MAGE,133,7,197,130,59,71,97,97,98,97,0,305,171,0,80,79,40,50,67,67,67,67,0,151,0,0,323,236,66,85,110,110,110,110,0,357,315,0
MAGE,134,8,180,186,46,50,82,82,76,82,181,86,256,0,27,59,16,5,27,27,27,27,0,0,110,0,270,251,68,91,124,124,114,124,353,347,329,0
MAGE,135,5,175,207,54,62,94,94,90,94,278,64,299,0,70,100,42,35,74,74,70,74,0,0,267,0,296,255,68,85,113,113,113,113,356,320,315,0
MAGE,136,7,243,207,58,66,102,102,96,102,278,17,290,0,103,150,24,5,63,63,40,63,60,0,180,0,359,262,86,130,140,140,143,140,356,121,354,0
MAGE,137,7,170,165,79,67,96,96,93,96,171,154,263,0,33,79,20,5,50,50,33,50,0,0,143,0,350,263,203,110,127,127,130,127,355,364,345,0
MAGE,138,8,187,166,52,71,97,97,88,97,243,45,244,0,17,34,4,5,37,37,7,37,0,0,0,0,337,254,74,115,134,134,123,134,352,357,331,0
MAGE,139,9,249,240,103,111,114,114,110,114,231,79,304,39,100,205,48,51,87,87,80,87,0,0,283,0,339,286,240,365,143,143,150,143,359,363,338,351
MAGE,140,6,190,168,54,64,86,86,90,86,90,217,267,0,60,62,36,20,30,30,60,30,0,0,200,0,265,250,60,75,103,103,100,103,307,368,305,0
MAGE,141,8,247,141,57,72,106,106,95,106,86,215,313,0,7,80,4,5,58,58,7,58,0,0,267,0,364,253,85,113,133,133,142,133,349,362,363,0
MAGE,142,4,173,166,63,74,104,104,104,104,160,76,226,76,123,100,38,25,68,68,63,68,0,0,0,0,247,235,83,131,140,140,138,140,330,306,305,305
MAGE,143,5,198,224,57,63,90,90,96,90,339,0,294,0,47,200,28,5,28,28,47,28,310,0,270,0,349,247,78,97,120,120,131,120,362,0,318,0
MAGE,144,7,213,195,50,69,109,109,83,109,298,0,266,0,13,34,8,5,66,66,13,66,60,0,55,0,340,265,79,130,144,144,132,144,365,0,349,0
MAGE,145,3,301,259,68,85,114,114,114,114,358,0,294,0,243,250,56,70,107,107,93,107,355,0,280,0,361,265,83,106,129,129,138,129,365,0,305,0
MAGE,146,6,111,213,78,50,99,99,79,99,178,60,256,0,13,75,8,5,57,57,13,57,0,0,0,0,329,302,264,103,137,137,137,137,356,361,323,0
MAGE,147,5,202,210,67,85,114,114,112,114,198,141,321,0,87,99,52,60,94,94,87,94,0,0,305,0,367,247,86,110,133,133,143,133,355,355,346,0
MAGE,148,8,265,208,70,120,114,114,144,114,175,91,301,42,87,76,52,65,100,100,87,100,0,0,270,0,363,266,86,361,137,137,313,137,370,368,333,340
MAGE,149,3,116,158,37,119,89,89,62,89,53,118,241,94,17,75,10,5,53,53,17,53,0,0,118,0,284,216,73,303,141,141,121,141,160,355,346,283
MAGE,150,11,196,148,57,83,91,91,90,91,190,56,236,32,40,34,24,5,43,43,40,43,0,0,0,0,359,271,90,380,147,147,150,147,364,335,339,353
MAGE,151,5,232,185,55,70,113,113,91,113,124,208,225,0,80,65,23,33,106,106,39,106,0,0,0,0,342,260,68,85,119,119,113,119,367,355,300,0
MAGE,152,6,189,191,49,59,97,97,82,97,293,0,315,0,17,85,10,5,65,65,17,65,0,0,266,0,294,260,74,115,127,127,123,127,370,0,350,0
MAGE,153,4,343,190,78,109,128,128,129,128,0,335,320,0,316,79,64,80,111,111,107,111,0,309,304,0,382,257,93,138,151,151,155,151,0,363,335,0
MAGE,154,7,199,188,51,59,88,88,84,88,112,177,280,0,21,62,12,5,38,38,21,38,0,0,180,0,362,265,84,111,132,132,140,132,371,372,346,0
MAGE,155,11,191,92,52,57,97,97,103,97,195,49,248,0,7,34,4,5,40,40,7,40,0,0,60,0,371,273,92,110,133,133,259,133,366,362,334,0
MAGE,156,9,129,167,55,86,110,110,92,110,118,111,221,0,10,34,6,5,70,70,10,70,0,0,0,0,311,260,76,236,130,130,127,130,361,375,341,0
MAGE,157,4,183,174,50,51,96,96,83,96,201,91,272,0,25,76,15,5,57,57,25,57,0,0,203,0,368,276,86,108,134,134,143,134,367,365,306,0
MAGE,158,1,245,212,46,37,103,103,77,103,277,0,0,0,245,212,46,37,103,103,77,103,277,0,0,0,245,212,46,37,103,103,77,103,277,0,0,0
MAGE,159,6,286,219,68,135,118,118,113,118,0,251,267,53,42,34,22,50,50,50,37,50,0,0,55,0,384,297,93,369,155,155,155,155,0,371,317,317
MAGE,160,8,250,228,62,112,112,112,104,112,227,33,208,48,7,52,4,5,70,70,7,70,0,0,0,0,378,281,90,375,155,155,149,155,376,264,349,388
MAGE,161,7,289,235,68,90,115,115,113,115,154,148,294,58,20,63,12,6,44,44,20,44,0,0,195,0,364,283,90,138,149,149,150,149,367,361,352,409
MAGE,162,6,244,210,61,96,119,119,102,119,121,114,284,0,67,62,40,50,90,90,67,90,0,0,105,0,370,271,91,237,154,154,152,154,368,373,367,0
MAGE,163,1,300,212,67,73,127,127,112,127,0,367,352,0,300,212,67,73,127,127,112,127,0,367,352,0,300,212,67,73,127,127,112,127,0,367,352,0
MAGE,164,7,295,232,67,86,120,146,112,120,203,144,283,0,245,183,48,60,80,80,80,80,0,0,88,0,353,258,75,118,133,316,125,133,381,378,341,0
MAGE,165,4,145,171,41,49,92,92,68,92,144,182,279,0,21,85,12,6,74,74,21,74,0,0,167,0,280,232,72,90,120,120,120,120,376,381,334,0
MAGE,166,12,263,222,66,98,114,114,101,114,156,92,271,38,13,34,8,5,83,83,13,83,0,0,0,0,379,275,133,308,147,147,148,147,377,375,365,254
MAGE,167,5,217,175,81,72,108,108,91,108,201,76,245,0,37,34,22,25,80,80,37,80,0,0,0,0,361,267,199,111,127,127,143,127,378,381,355,0
MAGE,168,5,361,245,85,99,123,123,142,123,146,220,313,0,300,203,70,85,113,113,117,113,0,0,290,0,397,264,97,130,133,133,161,133,371,380,345,0
MAGE,169,5,213,181,57,73,109,109,95,109,154,147,266,0,53,43,32,10,57,57,53,57,0,0,72,0,345,285,84,108,140,140,141,140,360,375,331,0
MAGE,170,1,334,264,85,128,145,145,142,145,362,0,301,0,334,264,85,128,145,145,142,145,362,0,301,0,334,264,85,128,145,145,142,145,362,0,301,0
MAGE,171,3,208,90,40,53,77,77,67,77,135,121,242,0,42,34,22,30,37,37,37,37,0,0,55,0,313,153,62,80,106,106,103,106,350,364,361,0
MAGE,172,7,246,199,113,87,112,131,113,112,158,120,239,23,100,51,48,60,80,80,80,80,0,0,0,0,351,266,251,125,137,235,137,137,379,381,331,158
MAGE,173,4,173,164,44,45,73,73,73,73,222,94,246,0,17,48,10,5,15,15,17,15,0,0,145,0,319,266,76,90,130,130,127,130,381,374,352,0
MAGE,174,8,244,184,57,73,97,97,95,97,134,93,272,0,13,49,8,5,20,20,13,20,0,0,82,0,384,286,98,145,153,153,163,153,381,348,355,0
MAGE,175,3,272,213,79,92,127,127,132,127,335,0,306,0,100,118,60,88,113,113,100,113,263,0,231,0,371,282,90,95,150,150,149,150,376,0,352,0
MAGE,176,6,222,200,58,78,120,120,97,120,176,123,326,0,7,74,4,5,95,95,7,95,0,0,293,0,363,279,86,130,150,150,143,150,379,374,371,0
MAGE,177,5,304,259,72,85,117,117,120,117,222,150,325,0,230,240,52,65,87,87,87,87,0,0,303,0,380,278,90,95,140,140,150,140,381,375,356,0
MAGE,178,4,277,237,69,92,128,128,114,128,159,184,314,0,78,167,47,68,120,120,78,120,0,0,275,0,356,290,78,120,133,133,130,133,358,374,337,0
MAGE,179,3,252,174,71,185,131,131,118,131,127,0,228,170,92,44,50,85,113,113,83,113,0,0,71,0,342,241,94,379,162,162,157,162,381,0,318,409
MAGE,180,8,296,215,68,83,118,118,113,146,135,133,331,0,48,81,29,5,57,57,48,57,0,0,288,0,376,290,91,125,145,145,151,350,381,368,381,0
MAGE,181,9,217,227,80,66,105,105,100,105,310,0,330,0,22,88,13,5,30,30,22,30,0,0,272,0,399,282,250,100,133,133,163,133,376,0,381,0
MAGE,182,8,285,208,64,76,130,109,106,109,244,80,270,0,27,62,16,5,33,33,27,33,0,0,100,0,392,313,96,132,308,139,160,139,379,376,360,0
MAGE,183,6,256,197,70,86,116,116,116,116,217,0,309,0,27,47,16,10,57,57,27,57,0,0,150,0,381,273,98,145,163,163,163,163,381,0,381,0
MAGE,184,8,262,202,70,82,118,118,108,118,176,91,215,43,7,57,4,5,70,70,7,70,0,0,0,0,360,291,108,140,152,152,153,152,381,366,335,347
MAGE,185,5,207,172,54,74,102,102,90,102,120,146,256,65,32,63,19,5,37,37,32,37,0,0,120,0,347,267,73,100,133,133,122,133,375,377,344,327
MAGE,186,7,323,217,70,95,147,125,117,125,212,106,279,0,188,45,28,55,111,111,47,111,0,0,0,0,381,271,92,139,261,153,153,153,381,381,347,0
MAGE,187,2,304,236,55,56,98,98,92,98,178,157,215,0,258,198,30,8,57,57,50,57,0,0,120,0,350,274,80,105,140,140,133,140,356,314,310,0
MAGE,188,6,293,252,78,98,133,133,130,133,353,0,323,0,133,188,72,90,120,120,120,120,243,0,290,0,374,270,89,120,150,150,148,150,381,0,360,0
MAGE,189,6,240,190,58,63,102,102,97,140,88,181,256,0,20,52,12,5,43,43,20,43,0,0,97,0,376,283,84,100,143,143,140,369,381,381,353,0
MAGE,190,2,192,156,46,49,88,88,77,88,234,0,212,0,31,46,18,5,57,57,31,57,87,0,73,0,352,265,74,93,118,118,123,118,381,0,350,0
MAGE,191,7,303,213,94,91,131,131,123,131,176,150,289,0,80,61,48,60,117,117,80,117,0,0,135,0,386,288,212,135,153,153,150,153,381,376,337,0
MAGE,192,4,327,284,68,85,119,171,114,119,92,272,278,0,297,267,58,70,97,97,97,97,0,0,125,0,339,319,78,95,133,341,130,133,366,381,333,0
MAGE,193,6,208,203,96,79,119,119,112,119,259,58,249,0,61,88,37,45,88,88,61,88,0,0,150,0,366,315,240,100,147,147,140,147,381,345,340,0
MAGE,194,5,232,158,63,85,116,116,105,116,139,131,259,0,69,101,42,52,71,71,69,71,0,0,215,0,340,250,80,103,152,152,133,152,381,348,332,0
MAGE,195,5,202,235,93,82,112,112,110,112,152,142,356,0,67,88,40,50,83,83,67,83,0,0,331,0,353,287,213,93,124,124,124,124,381,358,381,0
MAGE,196,5,204,158,61,73,113,113,101,113,0,222,311,0,80,65,32,5,51,51,53,51,0,0,288,0,383,285,88,130,153,153,147,153,0,374,381,0
MAGE,197,4,256,283,64,81,117,117,106,117,178,184,342,0,47,263,28,28,88,88,47,88,0,0,308,0,356,319,79,110,133,133,132,133,381,381,381,0
MAGE,198,3,365,243,85,199,150,150,142,150,242,0,291,98,337,222,70,131,147,147,117,147,0,0,203,0,389,279,98,320,154,154,163,154,367,0,340,294
MAGE,199,2,228,164,66,80,112,112,110,112,190,142,366,0,64,87,38,46,78,78,64,78,0,0,351,0,393,241,94,115,147,147,157,147,379,285,381,0
MAGE,200,7,264,232,85,83,114,114,110,114,199,105,283,50,27,91,16,5,33,33,27,33,0,0,0,0,398,318,206,145,163,163,163,163,377,381,374,348
MAGE,201,6,176,196,89,88,111,111,102,111,190,64,325,22,67,52,40,50,92,92,67,92,0,0,115,0,369,291,246,150,133,133,133,133,381,381,381,132
MAGE,202,5,323,280,83,157,135,135,138,135,286,0,322,79,86,238,51,54,89,89,86,89,0,0,283,0,399,319,98,381,163,163,163,163,381,0,366,396
MAGE,203,13,295,250,103,117,131,131,128,131,205,125,343,23,39,71,23,5,83,83,39,83,0,0,305,0,392,291,270,371,163,163,163,163,381,381,381,295
MAGE,204,8,289,227,76,93,121,121,126,121,189,184,276,0,43,34,20,15,67,67,33,67,0,0,0,0,399,287,98,145,159,159,163,159,381,381,379,0
MAGE,205,9,336,262,74,92,125,125,123,125,209,167,333,0,295,205,40,50,87,87,67,87,0,0,285,0,377,291,90,125,150,150,150,150,381,381,359,0
MAGE,206,11,304,262,87,86,120,120,115,120,229,138,321,0,10,130,6,5,70,70,10,70,0,0,191,0,399,319,287,145,160,160,163,160,381,381,356,0
MAGE,207,5,347,230,83,129,133,133,139,133,147,152,330,52,241,68,62,88,121,121,104,121,0,0,255,0,399,291,98,225,153,153,163,153,373,381,381,261
MAGE,208,7,272,224,90,80,125,125,115,125,189,130,311,0,44,72,26,5,73,73,44,73,0,0,247,0,388,291,225,145,161,161,163,161,381,381,381,0
MAGE,209,9,233,192,57,68,105,105,95,105,187,91,285,0,42,34,10,5,37,37,17,37,0,0,55,0,383,291,88,110,147,147,147,147,381,381,379,0
MAGE,210,9,277,218,74,113,125,125,123,125,201,72,327,44,57,79,34,5,75,75,57,75,0,0,279,0,399,290,98,381,163,163,163,163,381,374,381,393
MAGE,211,5,358,243,74,93,125,125,124,125,227,151,318,0,348,92,67,83,112,112,112,112,0,0,288,0,369,291,80,100,133,133,133,133,381,381,350,0
MAGE,212,3,340,271,131,104,138,138,134,138,254,240,348,0,311,230,80,100,133,133,133,133,0,0,322,0,369,291,234,111,147,147,137,147,381,381,381,0
MAGE,213,2,340,190,80,98,136,136,132,136,0,367,344,0,339,88,79,97,125,125,131,125,0,353,320,0,341,291,80,100,147,147,133,147,0,381,369,0
MAGE,214,1,123,111,74,85,123,123,123,123,145,0,255,0,123,111,74,85,123,123,123,123,145,0,255,0,123,111,74,85,123,123,123,123,145,0,255,0
MAGE,215,7,240,182,90,75,114,114,113,114,100,171,251,0,67,34,40,5,70,70,67,70,0,0,0,0,399,291,227,115,153,153,163,153,381,381,381,0
MAGE,216,4,292,297,74,90,124,124,124,124,86,286,367,0,108,271,65,68,114,114,108,114,0,0,353,0,369,319,80,100,133,133,133,133,345,381,381,0
MAGE,217,6,315,258,104,97,130,130,124,130,106,190,300,0,37,88,22,50,100,100,37,100,0,0,0,0,399,304,272,145,157,157,163,157,381,381,381,0
MAGE,218,7,331,292,112,108,133,133,142,133,208,163,343,0,114,260,68,71,106,106,114,106,0,0,320,0,396,319,269,145,160,160,163,160,381,381,360,0
MAGE,219,2,243,202,84,122,142,142,139,142,190,0,348,146,148,84,78,100,120,120,130,120,0,0,342,0,338,319,89,145,163,163,148,163,381,0,353,291
MAGE,220,4,344,275,82,104,133,133,136,133,374,0,347,0,341,229,80,95,126,126,133,126,353,0,330,0,348,291,84,120,140,140,140,140,381,0,353,0
MAGE,221,6,264,246,98,99,121,121,118,121,254,73,315,0,42,34,22,50,37,37,37,37,0,0,55,0,399,291,241,145,163,163,163,163,381,381,381,0
MAGE,222,5,348,282,143,97,129,129,127,129,152,145,334,0,300,262,67,89,111,111,111,111,0,0,290,0,369,318,260,100,142,142,133,142,381,376,364,0
MAGE,223,5,271,245,78,94,135,135,129,135,362,0,353,0,77,89,46,50,90,90,77,90,285,0,328,0,399,294,98,120,163,163,163,163,381,0,381,0
MAGE,224,6,320,277,74,90,130,130,123,130,181,190,339,0,90,218,54,68,112,112,90,112,0,0,289,0,395,319,95,100,147,147,159,147,381,381,353,0
MAGE,225,8,301,217,97,85,121,121,119,121,141,186,357,39,70,83,42,5,70,70,70,70,0,0,335,0,369,318,279,145,163,163,163,163,381,381,381,315
MAGE,226,4,388,269,91,170,144,144,152,144,190,184,272,100,366,208,79,100,133,133,132,133,0,0,0,0,399,291,98,381,163,163,163,163,381,381,381,401
MAGE,227,6,368,265,104,143,139,139,147,139,190,63,343,52,319,221,78,95,128,128,130,128,0,0,295,0,404,291,176,318,163,163,168,163,381,380,381,313
MAGE,228,3,355,291,144,95,131,131,129,131,254,127,345,0,321,291,68,85,123,123,113,123,0,0,341,0,376,291,284,100,136,136,140,136,381,381,350,0
MAGE,229,7,372,287,110,113,144,144,144,144,272,109,357,0,321,238,68,84,130,130,113,130,0,0,350,0,399,319,264,145,163,163,163,163,381,381,381,0
MAGE,230,2,341,291,80,100,113,113,133,113,0,190,367,0,341,291,80,100,100,100,133,100,0,0,353,0,341,291,80,100,126,126,133,126,0,381,381,0
MAGE,231,6,321,296,113,98,134,134,131,134,318,64,353,0,133,268,66,83,114,114,110,114,0,0,353,0,379,319,288,105,147,147,143,147,381,381,353,0
MAGE,232,5,357,294,117,101,134,134,136,134,152,152,353,0,320,283,76,95,130,130,127,130,0,0,296,0,383,319,257,110,137,137,147,137,381,381,381,0
MAGE,233,5,353,276,125,168,141,141,148,141,303,71,330,80,287,248,70,87,114,114,116,114,0,0,285,0,399,291,278,381,163,163,163,163,381,353,353,401
MAGE,234,4,370,290,85,111,140,140,141,140,381,0,348,0,341,285,80,100,133,133,133,133,381,0,335,0,399,291,98,145,163,163,163,163,381,0,353,0
MAGE,235,7,371,295,113,105,138,138,139,138,158,218,357,0,341,291,80,100,127,127,133,127,0,0,353,0,386,319,297,125,150,150,150,150,381,381,381,0
MAGE,236,8,335,286,108,166,141,166,167,141,187,139,316,94,133,268,76,95,124,124,127,124,0,0,0,0,399,291,286,381,173,373,371,173,381,381,381,381
MAGE,237,7,355,289,86,150,145,145,143,145,152,163,300,59,184,250,50,67,121,121,84,121,0,0,0,0,416,319,108,381,163,163,180,163,381,381,381,411
MAGE,238,5,375,291,127,157,139,139,144,139,305,0,364,59,348,291,80,100,133,133,133,133,0,0,353,0,404,291,288,381,163,163,168,163,381,0,381,296
MAGE,239,10,370,296,107,108,141,141,143,141,152,190,357,0,341,288,80,100,133,133,133,133,0,0,339,0,399,319,288,145,163,163,163,163,381,381,381,0
MAGE,240,7,333,262,114,111,139,139,141,139,213,163,331,0,162,88,74,95,127,127,123,127,0,0,145,0,404,291,288,145,163,163,168,163,381,381,381,0
MAGE,241,2,392,264,94,122,148,148,156,148,380,0,353,0,369,238,80,100,133,133,133,133,380,0,353,0,415,291,108,145,163,163,180,163,381,0,353,0
MAGE,242,5,310,291,80,99,132,132,132,132,229,152,364,0,100,291,60,50,100,100,100,100,0,0,353,0,399,291,98,145,163,163,163,163,381,381,381,0
MAGE,243,5,251,253,76,79,122,122,127,122,302,61,328,0,77,186,46,26,83,83,77,83,0,0,262,0,371,291,98,130,153,153,163,153,381,305,381,0
MAGE,244,6,335,257,86,108,130,130,143,130,127,254,358,0,147,88,80,100,97,97,133,97,0,0,353,0,399,291,98,125,150,150,163,150,381,381,381,0
MAGE,245,10,336,294,81,100,134,134,135,134,190,188,361,0,147,270,65,64,112,112,109,112,0,0,345,0,384,319,92,123,147,147,153,147,381,381,381,0
MAGE,246,5,322,297,113,109,139,139,139,139,305,76,364,0,133,291,80,100,133,133,133,133,0,0,353,0,399,319,225,145,163,163,163,163,381,381,381,0
MAGE,247,7,336,307,85,139,141,141,142,141,327,0,361,0,133,291,80,100,133,133,133,133,0,0,353,0,399,319,98,308,163,163,163,163,381,0,381,0
MAGE,248,6,371,291,87,147,140,140,144,140,127,190,358,68,348,291,80,100,133,133,133,133,0,0,353,0,386,291,98,381,163,163,163,163,381,381,381,407
MAGE,249,3,356,204,83,105,142,142,139,142,245,127,353,0,341,89,80,100,133,133,133,133,0,0,353,0,386,291,90,115,150,150,150,150,381,381,353,0
MAGE,250,7,333,277,78,97,131,131,130,131,204,163,328,0,20,166,12,11,57,57,20,57,0,0,181,0,401,319,99,125,150,150,165,150,381,381,353,0
MAGE,251,5,370,294,87,109,139,139,145,139,217,147,364,0,341,280,80,100,133,133,133,133,0,0,353,0,399,319,98,145,163,163,163,163,381,381,381,0
MAGE,252,5,370,291,132,114,146,146,151,146,229,152,359,0,348,291,80,100,133,133,133,133,0,0,353,0,416,291,296,145,163,163,180,163,381,381,381,0
MAGE,253,7,364,294,82,105,136,136,136,136,327,0,361,0,341,283,72,90,120,120,120,120,0,0,353,0,371,319,98,145,163,163,163,163,381,0,381,0
MAGE,254,9,345,297,104,101,135,135,135,135,296,85,355,0,85,291,51,52,115,115,85,115,0,0,340,0,399,319,300,130,153,153,163,153,381,381,381,0
MAGE,255,11,379,282,111,115,145,145,172,145,205,173,355,0,338,232,80,100,133,133,133,133,0,0,325,0,401,291,306,145,163,163,371,163,381,381,381,0
MAGE,256,7,299,262,81,100,135,135,134,135,130,218,357,0,133,88,80,100,133,133,133,133,0,0,353,0,369,291,84,100,147,147,140,147,381,381,381,0
MAGE,257,7,292,227,77,96,134,134,127,134,109,163,332,0,33,54,20,30,93,93,33,93,0,0,177,0,399,291,98,145,163,163,163,163,381,381,381,0
MAGE,258,9,331,287,77,97,128,128,128,128,42,290,344,0,80,195,48,60,80,80,80,80,0,0,261,0,389,319,92,115,150,150,153,150,381,381,381,0
MAGE,259,4,251,263,64,81,128,128,106,128,361,0,270,0,70,157,22,30,87,87,37,87,300,0,0,0,411,313,105,143,162,162,175,162,381,0,373,0
